sample_id,machine_id,machine_type,model,component,sample_date,smu_hours,oil_hours,oil_changed,fe_ppm,cu_ppm,cr_ppm,pb_ppm,al_ppm,si_ppm,na_ppm,k_ppm,water_pct,fuel_pct,glycol_pct,soot_pct,visc40,oxidation,nitration,tbn,pq_index,lab_severity
S00000114,EX-002,EXCAVATOR,336,ENGINE,2025-04-14,10480.0,15.6,N,10.0,3.4,1.33,2.1,3.6,4.5,2.1,1.9,0.021,0.42,0.0,0.19,105.6,8.5,6.5,9.81,5.4,NORMAL
S00000115,EX-002,EXCAVATOR,336,ENGINE,2025-05-09,10620.8,156.4,N,11.5,6.2,1.86,3.7,4.5,5.5,3.7,3.0,0.031,0.47,0.0,0.37,110.6,10.7,7.5,8.43,6.0,NORMAL
S00000116,EX-002,EXCAVATOR,336,ENGINE,2025-06-24,10868.0,403.6,N,21.4,9.7,2.75,5.2,8.1,10.8,4.8,2.4,0.036,0.86,0.0,0.63,107.3,14.2,9.5,7.47,9.8,NORMAL
S00000117,EX-002,EXCAVATOR,336,ENGINE,2025-08-03,11088.0,32.6,N,10.0,4.2,1.18,2.2,3.8,8.1,2.8,2.2,0.024,0.6,0.0,0.24,107.2,10.5,5.8,10.05,5.0,NORMAL
S00000118,EX-002,EXCAVATOR,336,ENGINE,2025-09-22,11366.6,311.2,N,16.4,7.7,2.78,3.8,5.0,11.1,4.8,4.0,0.013,0.44,0.0,0.53,108.5,12.3,8.1,8.31,6.3,NORMAL
S00000119,EX-002,EXCAVATOR,336,ENGINE,2025-11-03,11592.1,30.7,N,10.3,3.9,1.77,3.5,2.8,5.1,3.0,1.5,0.025,0.47,0.0,0.19,111.7,8.4,5.8,9.73,4.4,NORMAL
S00000120,EX-002,EXCAVATOR,336,ENGINE,2025-12-08,11784.2,222.9,N,15.5,8.9,1.96,3.5,4.9,8.2,3.9,2.1,0.012,0.9,0.0,0.47,107.5,13.0,7.2,8.34,8.0,NORMAL
S00000121,EX-002,EXCAVATOR,336,ENGINE,2026-01-18,12011.3,449.9,N,26.0,9.3,3.25,6.5,8.1,12.2,4.2,3.1,0.014,0.46,0.0,0.52,105.4,16.6,10.8,6.36,11.2,NORMAL
S00000122,EX-002,EXCAVATOR,336,ENGINE,2026-03-03,12251.8,33.5,N,14.1,4.9,1.27,1.7,2.6,5.0,2.2,2.5,0.019,0.67,0.0,0.21,108.8,8.2,5.5,9.76,5.0,NORMAL
S00000123,EX-002,EXCAVATOR,336,ENGINE,2026-04-19,12512.5,294.2,N,22.8,6.1,2.23,4.5,7.0,8.3,4.5,2.8,0.014,0.78,0.0,0.48,109.1,12.7,8.6,8.2,9.2,NORMAL
S00000124,EX-002,EXCAVATOR,336,ENGINE,2026-06-01,12747.2,44.5,N,16.9,4.9,1.38,2.4,3.1,5.7,2.8,1.7,0.017,0.67,0.0,0.24,108.8,8.4,6.6,10.38,6.2,NORMAL
S00000154,EX-002,EXCAVATOR,336,FINAL_DRIVE,2023-04-19,6411.1,57.8,N,38.4,5.5,3.23,4.7,3.6,6.4,1.8,1.1,0.039,0.0,0.0,0.03,101.7,4.9,3.0,6.01,16.4,NORMAL
S00000155,EX-002,EXCAVATOR,336,FINAL_DRIVE,2023-07-18,6904.7,551.3,N,92.6,8.6,4.25,7.4,6.6,21.5,2.0,1.3,2.494,0.0,0.0,0.05,99.1,6.4,3.5,5.44,26.7,MONITOR
S00000156,EX-002,EXCAVATOR,336,FINAL_DRIVE,2023-10-16,7398.3,1044.9,N,138.3,10.2,4.99,8.8,9.1,56.3,3.7,1.9,8.445,0.0,0.0,0.05,103.1,7.3,4.3,4.6,25.3,ACTION
S00000157,EX-002,EXCAVATOR,336,FINAL_DRIVE,2024-01-14,7891.8,1538.5,N,220.1,9.8,13.97,8.5,7.0,10.9,2.9,2.3,0.03,0.0,0.0,0.07,99.6,7.7,4.8,4.17,122.7,MONITOR
S00000158,EX-002,EXCAVATOR,336,FINAL_DRIVE,2024-04-13,8385.4,59.2,N,51.8,6.2,2.64,4.4,3.3,5.0,1.5,1.1,0.068,0.0,0.0,0.02,100.2,5.0,2.6,5.47,17.8,NORMAL
S00000159,EX-002,EXCAVATOR,336,FINAL_DRIVE,2024-07-12,8879.0,552.7,N,62.7,7.2,4.29,6.1,4.0,7.1,2.4,1.6,0.038,0.0,0.0,0.05,99.4,6.1,4.1,5.1,26.5,NORMAL
S00000160,EX-002,EXCAVATOR,336,FINAL_DRIVE,2024-10-10,9372.5,1046.3,N,98.7,13.4,4.89,8.3,5.8,9.3,2.9,1.7,0.029,0.0,0.0,0.06,100.3,8.2,4.1,4.72,35.9,NORMAL
S00000161,EX-002,EXCAVATOR,336,FINAL_DRIVE,2025-01-08,9866.1,1539.9,N,107.3,8.4,5.53,8.4,6.9,14.3,3.4,3.4,0.069,0.0,0.0,0.08,98.2,9.8,5.3,4.41,35.9,NORMAL
S00000162,EX-002,EXCAVATOR,336,FINAL_DRIVE,2025-04-08,10359.7,55.8,N,45.6,6.2,3.98,5.1,4.0,5.6,2.0,1.2,0.054,0.0,0.0,0.03,100.6,5.1,2.5,5.71,16.0,NORMAL
S00000163,EX-002,EXCAVATOR,336,FINAL_DRIVE,2025-07-07,10853.2,549.4,N,75.4,6.5,4.23,7.3,5.4,6.2,2.0,1.6,0.025,0.0,0.0,0.04,106.3,5.9,3.4,5.02,20.4,NORMAL
S00000164,EX-002,EXCAVATOR,336,FINAL_DRIVE,2025-10-05,11346.8,1042.9,N,79.8,7.1,4.41,7.9,6.0,7.7,2.7,1.8,0.038,0.0,0.0,0.05,99.5,6.7,4.5,4.65,31.1,NORMAL
S00000165,EX-002,EXCAVATOR,336,FINAL_DRIVE,2026-01-03,11840.4,1536.5,N,105.5,12.0,6.59,10.1,7.6,9.1,3.6,1.7,0.045,0.0,0.0,0.08,99.1,8.5,5.5,4.23,25.9,NORMAL
S00000166,EX-002,EXCAVATOR,336,FINAL_DRIVE,2026-04-03,12333.9,3.1,N,40.4,3.9,2.92,4.2,3.0,5.2,1.5,1.3,0.035,0.0,0.0,0.03,101.0,4.6,2.5,5.87,22.3,NORMAL
S00000125,EX-002,EXCAVATOR,336,HYDRAULIC,2023-04-10,6411.1,4.4,N,6.3,1.5,0.61,1.1,1.4,3.9,1.6,1.3,0.025,0.0,0.0,0.02,45.6,6.1,3.0,4.22,3.6,NORMAL
S00000126,EX-002,EXCAVATOR,336,HYDRAULIC,2023-07-09,6904.7,497.9,N,11.3,3.2,0.8,1.7,2.0,4.5,2.1,1.1,0.038,0.0,0.0,0.03,46.8,6.7,3.5,4.03,3.5,NORMAL
S00000127,EX-002,EXCAVATOR,336,HYDRAULIC,2023-10-07,7398.3,991.5,N,14.0,3.9,0.94,2.4,2.3,6.5,2.5,1.8,0.05,0.0,0.0,0.06,46.1,8.4,4.3,3.97,5.3,NORMAL
S00000128,EX-002,EXCAVATOR,336,HYDRAULIC,2024-01-05,7891.8,1485.1,N,12.6,4.1,1.34,2.4,4.2,5.4,5.6,2.0,0.017,0.0,0.0,0.05,47.1,8.7,4.7,3.03,7.3,NORMAL
S00000129,EX-002,EXCAVATOR,336,HYDRAULIC,2024-04-04,8385.4,1978.6,N,19.5,8.9,2.07,2.9,4.2,8.3,4.0,3.6,0.03,0.0,0.0,0.08,45.6,10.9,5.8,2.86,12.3,MONITOR
S00000130,EX-002,EXCAVATOR,336,HYDRAULIC,2024-07-03,8879.0,20.4,N,7.0,2.4,0.62,1.1,1.8,3.7,1.3,1.0,0.024,0.0,0.0,0.03,48.0,5.8,2.9,4.46,2.8,NORMAL
S00000131,EX-002,EXCAVATOR,336,HYDRAULIC,2024-10-01,9372.5,514.0,N,8.6,4.0,1.14,1.3,2.4,5.3,2.0,1.4,0.032,0.0,0.0,0.04,43.2,7.4,3.5,4.16,4.4,NORMAL
S00000132,EX-002,EXCAVATOR,336,HYDRAULIC,2024-12-30,9866.1,1007.6,N,12.6,3.7,1.06,1.9,2.9,5.2,2.6,2.2,0.03,0.0,0.0,0.04,46.5,8.0,4.3,3.87,6.8,NORMAL
S00000133,EX-002,EXCAVATOR,336,HYDRAULIC,2025-03-30,10359.7,1501.1,N,12.6,5.7,1.15,2.7,3.5,7.7,4.7,2.2,0.025,0.0,0.0,0.07,45.6,10.1,6.0,2.92,6.7,NORMAL
S00000134,EX-002,EXCAVATOR,336,HYDRAULIC,2025-06-28,10853.2,1994.7,N,16.2,5.0,1.3,2.2,4.5,7.7,5.2,3.4,0.263,0.0,0.0,0.07,45.6,11.3,5.9,2.8,7.6,NORMAL
S00000135,EX-002,EXCAVATOR,336,HYDRAULIC,2025-09-26,11346.8,22.7,N,12.7,2.5,0.64,0.8,1.8,3.1,1.7,1.0,7.16,0.0,0.0,0.02,47.1,5.7,2.8,4.61,2.9,MONITOR
S00000136,EX-002,EXCAVATOR,336,HYDRAULIC,2025-12-25,11840.4,516.3,N,8.4,3.6,0.98,1.4,3.2,4.8,2.6,1.5,0.02,0.0,0.0,0.05,47.7,7.0,3.5,4.51,4.3,NORMAL
S00000137,EX-002,EXCAVATOR,336,HYDRAULIC,2026-03-25,12333.9,1009.9,N,13.5,3.9,1.17,1.8,2.0,4.9,3.2,2.3,0.013,0.0,0.0,0.06,44.0,8.5,3.1,3.9,4.3,NORMAL
S00000138,EX-002,EXCAVATOR,336,HYDRAULIC,2026-06-23,12827.5,1503.4,N,14.2,5.0,0.99,2.7,3.8,10.1,3.8,2.5,0.027,0.0,0.0,0.08,47.0,9.8,4.7,3.56,6.8,NORMAL
S00000139,EX-002,EXCAVATOR,336,TRANSMISSION,2023-04-16,6411.1,934.1,N,63.1,16.2,4.25,10.2,7.6,9.1,6.3,3.2,0.025,0.0,0.0,0.15,67.2,12.1,7.6,4.42,19.2,NORMAL
S00000140,EX-002,EXCAVATOR,336,TRANSMISSION,2023-07-15,6904.7,6.7,N,25.2,6.6,1.91,6.1,2.7,4.4,1.4,1.2,0.023,0.0,0.0,0.06,69.6,6.4,3.2,6.86,7.3,NORMAL
S00000141,EX-002,EXCAVATOR,336,TRANSMISSION,2023-10-01,7331.1,433.1,N,39.0,13.4,2.72,6.4,3.9,7.9,2.1,2.5,0.043,0.0,0.0,0.1,67.8,8.6,5.3,5.72,13.9,NORMAL
S00000142,EX-002,EXCAVATOR,336,TRANSMISSION,2023-12-30,7823.7,925.7,N,57.8,23.6,4.15,8.7,7.1,11.2,5.4,2.4,0.044,0.0,0.0,0.16,68.2,12.9,7.6,4.48,19.4,NORMAL
S00000143,EX-002,EXCAVATOR,336,TRANSMISSION,2024-03-20,8267.7,38.5,N,30.2,7.5,1.74,4.3,3.4,4.2,1.9,1.4,0.022,0.0,0.0,0.04,69.4,6.1,3.7,6.54,8.4,NORMAL
S00000144,EX-002,EXCAVATOR,336,TRANSMISSION,2024-06-13,8738.3,509.1,N,41.1,12.4,2.99,5.9,4.5,8.3,2.4,2.3,0.038,0.0,0.0,0.11,66.8,9.6,4.7,5.07,22.2,NORMAL
S00000145,EX-002,EXCAVATOR,336,TRANSMISSION,2024-08-15,9079.5,850.3,N,41.2,14.5,3.83,9.2,6.3,7.7,3.5,2.7,0.029,0.0,0.0,0.18,69.1,12.1,5.2,4.24,12.6,NORMAL
S00000146,EX-002,EXCAVATOR,336,TRANSMISSION,2024-10-18,9434.4,35.5,N,20.4,7.6,1.62,3.4,2.5,4.3,1.8,1.0,0.04,0.0,0.0,0.06,65.9,6.9,3.4,7.0,11.0,NORMAL
S00000147,EX-002,EXCAVATOR,336,TRANSMISSION,2025-01-04,9861.4,462.6,N,59.0,14.6,2.56,4.7,7.2,8.9,2.9,2.2,0.021,0.0,0.0,0.12,68.3,8.9,5.1,5.68,17.0,NORMAL
S00000148,EX-002,EXCAVATOR,336,TRANSMISSION,2025-03-09,10209.5,810.6,N,43.5,22.2,4.04,8.1,6.6,10.7,3.9,1.9,0.03,0.0,0.0,0.17,62.8,9.6,7.2,4.62,18.9,NORMAL
S00000149,EX-002,EXCAVATOR,336,TRANSMISSION,2025-06-07,10703.0,10.8,N,22.5,7.4,1.92,2.9,2.8,3.5,1.4,1.4,0.042,0.0,0.0,0.06,66.4,6.4,3.3,7.19,7.5,NORMAL
S00000150,EX-002,EXCAVATOR,336,TRANSMISSION,2025-09-05,11196.0,503.8,N,52.2,13.7,3.75,7.8,4.0,8.7,3.4,2.3,0.017,0.0,0.0,0.11,68.9,9.6,5.6,5.7,18.7,NORMAL
S00000151,EX-002,EXCAVATOR,336,TRANSMISSION,2025-11-27,11654.0,961.7,N,59.5,21.1,4.37,8.8,7.2,7.7,3.9,3.5,0.033,0.0,0.0,0.2,66.3,14.6,7.6,4.32,17.0,NORMAL
S00000152,EX-002,EXCAVATOR,336,TRANSMISSION,2026-02-25,12147.5,45.2,N,29.3,7.8,1.74,3.7,3.0,4.5,1.6,0.9,0.038,0.0,0.0,0.05,66.9,6.4,3.4,6.8,11.1,NORMAL
S00000153,EX-002,EXCAVATOR,336,TRANSMISSION,2026-05-26,12641.1,538.7,N,35.5,17.7,2.56,6.4,5.8,5.8,3.2,2.1,0.035,0.0,0.0,0.11,67.7,10.5,5.5,5.4,12.8,NORMAL
S00000167,EX-003,EXCAVATOR,336,ENGINE,2023-02-05,2268.6,326.8,N,19.2,8.8,2.58,6.0,6.6,10.1,4.7,4.0,0.023,0.57,0.0,0.46,113.8,14.2,10.3,8.1,7.8,NORMAL
S00000168,EX-003,EXCAVATOR,336,ENGINE,2023-02-27,2488.6,17.2,N,10.8,3.6,0.87,1.7,2.6,4.5,1.9,2.0,0.01,1.06,0.0,0.22,108.4,7.5,5.7,9.57,5.0,NORMAL
S00000169,EX-003,EXCAVATOR,336,ENGINE,2023-03-26,2766.4,295.1,N,18.3,9.8,2.58,4.6,5.6,9.8,5.5,3.3,0.019,0.66,0.0,0.46,109.6,10.3,9.0,7.95,8.3,NORMAL
S00000170,EX-003,EXCAVATOR,336,ENGINE,2023-04-20,3021.1,30.4,N,12.7,3.2,1.25,2.6,2.5,4.5,3.0,1.8,0.02,0.62,0.0,0.25,100.0,9.2,6.0,11.14,4.2,NORMAL
S00000171,EX-003,EXCAVATOR,336,ENGINE,2023-05-12,3240.2,249.5,N,17.8,7.0,2.25,4.4,4.4,7.4,5.0,2.6,0.02,0.56,0.0,0.51,112.4,13.2,8.6,8.48,9.0,NORMAL
S00000172,EX-003,EXCAVATOR,336,ENGINE,2023-06-10,3541.9,39.9,N,10.4,4.6,1.11,2.9,3.3,4.3,1.5,1.4,0.011,0.37,0.0,0.25,107.8,9.2,5.8,9.06,6.3,NORMAL
S00000173,EX-003,EXCAVATOR,336,ENGINE,2023-07-05,3794.8,292.9,N,21.7,8.1,2.11,3.5,6.1,8.2,4.3,3.2,0.027,0.35,0.0,0.5,106.0,12.7,8.0,7.91,8.0,NORMAL
S00000174,EX-003,EXCAVATOR,336,ENGINE,2023-08-04,4097.3,30.3,N,8.6,4.9,1.17,2.7,3.4,4.5,2.3,1.7,0.015,0.87,0.0,0.23,108.3,9.0,6.3,11.14,5.7,NORMAL
S00000175,EX-003,EXCAVATOR,336,ENGINE,2023-09-04,4410.4,343.4,N,17.5,9.4,2.44,5.4,4.8,9.7,4.0,3.3,0.016,0.38,0.0,0.46,107.6,11.6,8.4,7.95,11.7,NORMAL
S00000176,EX-003,EXCAVATOR,336,ENGINE,2023-10-03,4710.7,47.0,N,11.2,3.2,1.06,2.2,3.1,5.7,2.3,1.7,0.027,0.5,0.0,0.21,108.2,8.8,6.1,10.24,7.2,NORMAL
S00000177,EX-003,EXCAVATOR,336,ENGINE,2023-11-01,5005.8,342.0,N,20.0,8.5,2.07,4.1,4.6,9.7,4.5,3.4,0.022,1.02,0.0,0.55,104.8,13.4,9.8,7.32,7.8,NORMAL
S00000178,EX-003,EXCAVATOR,336,ENGINE,2023-11-27,5260.5,52.2,N,14.0,3.7,1.34,2.4,2.3,4.1,3.1,2.1,0.017,0.48,0.0,0.23,108.5,7.1,6.3,9.68,6.3,NORMAL
S00000179,EX-003,EXCAVATOR,336,ENGINE,2023-12-17,5467.2,258.9,N,22.3,7.6,1.83,3.8,5.9,8.6,4.2,2.5,0.015,0.75,0.0,0.43,104.9,10.8,9.1,8.08,7.6,NORMAL
S00000180,EX-003,EXCAVATOR,336,ENGINE,2024-01-20,5811.1,14.2,N,10.7,5.1,1.15,2.0,2.8,4.3,2.9,1.9,0.028,0.7,0.0,0.19,108.5,9.2,5.5,9.27,4.9,NORMAL
S00000181,EX-003,EXCAVATOR,336,ENGINE,2024-02-16,6089.4,292.6,N,19.5,9.8,1.84,5.2,4.7,8.0,3.5,3.3,0.025,0.59,0.0,0.51,109.1,12.7,7.9,8.49,8.2,NORMAL
S00000182,EX-003,EXCAVATOR,336,ENGINE,2024-03-13,6356.7,6.7,N,8.8,4.5,1.1,2.5,2.2,4.1,2.4,1.8,0.018,0.56,0.0,0.23,107.9,8.4,5.9,9.5,4.9,NORMAL
S00000183,EX-003,EXCAVATOR,336,ENGINE,2024-04-08,6612.8,262.8,N,21.6,5.8,2.22,3.1,4.5,7.5,3.9,2.8,0.023,0.8,0.0,0.38,107.0,12.5,7.3,8.03,7.5,NORMAL
S00000184,EX-003,EXCAVATOR,336,ENGINE,2024-05-15,6989.8,0.5,N,10.1,3.2,1.08,2.2,2.2,3.6,2.7,1.2,0.017,1.08,0.0,0.18,107.2,9.3,5.9,10.98,4.5,NORMAL
S00000185,EX-003,EXCAVATOR,336,ENGINE,2024-06-16,7313.0,323.8,N,20.5,8.9,2.33,3.9,7.0,10.8,5.2,4.0,0.019,1.04,0.0,0.54,110.7,13.7,9.3,7.68,11.3,NORMAL
S00000186,EX-003,EXCAVATOR,336,ENGINE,2024-07-12,7584.5,28.4,N,13.5,4.0,1.18,2.2,6.3,14.3,2.1,1.7,0.033,0.28,0.0,0.19,109.4,8.4,6.4,9.88,5.4,NORMAL
S00000187,EX-003,EXCAVATOR,336,ENGINE,2024-08-05,7825.4,269.3,N,29.2,7.1,1.83,3.6,8.8,26.4,4.2,2.8,0.018,0.46,0.0,0.44,107.6,13.2,7.5,8.03,8.3,MONITOR
S00000188,EX-003,EXCAVATOR,336,ENGINE,2024-08-20,7977.6,421.5,N,36.5,10.4,3.81,5.9,15.8,39.5,4.9,4.2,0.023,0.76,0.0,0.69,108.6,15.3,9.5,7.32,8.7,ACTION
S00000189,EX-003,EXCAVATOR,336,ENGINE,2024-09-21,8301.0,24.1,N,11.1,3.3,1.46,2.5,3.8,5.7,3.7,2.9,0.612,0.61,0.072,0.26,105.8,8.6,6.1,9.71,4.2,MONITOR
S00000190,EX-003,EXCAVATOR,336,ENGINE,2024-10-12,8510.7,233.8,N,19.8,5.4,1.61,3.8,4.9,7.5,6.8,5.3,1.61,0.94,0.196,0.44,109.5,11.4,8.4,8.9,8.5,ACTION
S00000191,EX-003,EXCAVATOR,336,ENGINE,2024-11-04,8748.6,471.7,N,31.8,11.4,2.4,5.4,7.4,13.2,12.2,9.7,3.158,0.8,0.385,0.69,109.4,15.0,10.1,6.21,12.4,ACTION
S00000192,EX-003,EXCAVATOR,336,ENGINE,2024-11-29,9000.8,22.1,N,12.2,3.2,1.49,2.5,3.4,4.6,15.0,11.2,5.185,0.81,0.634,0.23,108.8,8.7,5.3,10.19,6.1,ACTION
S00000193,EX-003,EXCAVATOR,336,ENGINE,2024-12-27,9284.8,306.1,N,19.9,8.0,2.25,5.0,6.2,9.1,23.2,18.3,7.899,0.49,0.967,0.37,105.2,14.0,8.8,7.87,10.2,ACTION
S00000194,EX-003,EXCAVATOR,336,ENGINE,2025-01-17,9504.5,12.9,N,11.4,4.5,1.06,2.2,2.9,4.3,2.0,1.4,0.022,0.68,0.0,0.19,107.5,10.6,6.0,10.26,5.2,NORMAL
S00000195,EX-003,EXCAVATOR,336,ENGINE,2025-02-09,9735.7,244.1,N,16.8,7.8,2.42,4.5,6.0,7.9,3.8,3.3,0.011,0.68,0.0,0.48,112.6,14.1,7.1,8.1,8.8,NORMAL
S00000196,EX-003,EXCAVATOR,336,ENGINE,2025-03-05,9979.0,487.4,N,24.4,8.2,2.43,5.5,5.6,11.2,5.8,4.2,0.021,0.52,0.0,0.68,107.8,15.1,10.2,6.71,12.0,NORMAL
S00000197,EX-003,EXCAVATOR,336,ENGINE,2025-03-31,10236.8,36.6,N,10.5,4.1,1.02,2.2,3.2,3.7,2.0,1.7,0.014,0.85,0.0,0.22,109.8,10.1,6.7,10.02,6.2,NORMAL
S00000198,EX-003,EXCAVATOR,336,ENGINE,2025-04-27,10519.5,319.4,N,22.3,8.8,2.42,4.7,5.9,10.9,4.0,2.9,0.011,0.44,0.0,0.56,111.1,14.0,9.0,7.81,9.0,NORMAL
S00000199,EX-003,EXCAVATOR,336,ENGINE,2025-05-13,10675.9,475.7,N,24.4,9.2,3.02,7.9,6.4,11.3,5.3,2.7,0.02,0.46,0.0,0.56,106.1,16.8,10.2,6.69,10.0,NORMAL
S00000200,EX-003,EXCAVATOR,336,ENGINE,2025-06-03,10892.2,31.2,N,13.2,4.3,1.29,2.8,2.6,5.6,2.0,1.7,0.034,0.91,0.0,0.24,112.6,10.1,6.3,9.84,4.2,NORMAL
S00000201,EX-003,EXCAVATOR,336,ENGINE,2025-07-02,11183.0,322.0,N,20.0,7.5,2.23,5.6,4.9,9.2,5.9,3.9,0.017,0.39,0.0,0.55,109.2,14.3,10.2,7.88,12.0,NORMAL
S00000202,EX-003,EXCAVATOR,336,ENGINE,2025-08-02,11501.0,56.3,N,9.5,4.2,1.3,2.7,3.6,6.1,2.6,2.1,0.016,0.73,0.0,0.31,106.4,9.7,6.4,10.21,5.2,NORMAL
S00000203,EX-003,EXCAVATOR,336,ENGINE,2025-08-26,11742.1,297.3,N,25.3,5.8,1.97,3.9,5.6,8.6,3.4,2.4,0.013,0.88,0.0,0.51,112.0,15.0,8.7,7.62,9.0,NORMAL
S00000204,EX-003,EXCAVATOR,336,ENGINE,2025-09-23,12024.5,17.7,N,10.0,4.3,1.17,2.2,2.6,5.4,2.2,1.5,0.02,0.66,0.0,0.22,111.5,9.1,5.8,9.51,6.2,NORMAL
S00000205,EX-003,EXCAVATOR,336,ENGINE,2025-10-17,12268.1,261.3,N,19.8,6.4,2.12,3.2,5.1,7.5,3.3,2.9,0.017,0.93,0.0,0.5,106.5,13.8,8.1,8.54,8.2,NORMAL
S00000206,EX-003,EXCAVATOR,336,ENGINE,2025-11-04,12459.6,452.8,N,26.9,9.7,3.1,4.3,5.7,9.6,5.5,4.2,0.027,0.52,0.0,0.6,107.4,15.1,9.5,6.86,11.0,NORMAL
S00000207,EX-003,EXCAVATOR,336,ENGINE,2025-12-04,12757.6,28.3,N,9.3,3.6,1.11,3.0,2.7,5.3,2.5,1.9,0.022,0.45,0.0,0.24,109.7,8.0,5.9,9.84,5.1,NORMAL
S00000208,EX-003,EXCAVATOR,336,ENGINE,2026-01-01,13040.1,310.8,N,17.9,7.4,2.52,5.3,5.1,8.0,5.2,2.1,0.01,0.52,0.0,0.52,111.4,12.5,9.9,8.01,11.0,NORMAL
S00000209,EX-003,EXCAVATOR,336,ENGINE,2026-01-24,13282.1,19.6,N,10.2,3.7,1.16,2.2,2.9,4.9,3.1,1.5,0.026,0.67,0.0,0.24,107.4,8.1,5.2,9.44,6.1,NORMAL
S00000210,EX-003,EXCAVATOR,336,ENGINE,2026-02-16,13507.2,244.8,N,16.1,7.5,2.03,4.5,5.0,7.3,4.3,2.5,0.03,0.97,0.0,0.43,107.6,11.4,7.7,7.62,9.1,NORMAL
S00000211,EX-003,EXCAVATOR,336,ENGINE,2026-03-07,13709.0,446.6,N,23.9,12.4,2.88,4.6,4.8,8.4,6.5,4.3,0.033,2.18,0.0,0.67,104.0,15.4,10.0,6.58,8.8,NORMAL
S00000212,EX-003,EXCAVATOR,336,ENGINE,2026-03-30,13941.2,37.1,N,13.2,3.4,1.64,2.0,3.4,4.1,1.9,2.1,0.024,5.36,0.0,0.44,91.8,9.2,6.0,9.52,5.3,MONITOR
S00000213,EX-003,EXCAVATOR,336,ENGINE,2026-04-23,14180.3,276.3,N,17.2,7.0,1.65,4.0,4.5,10.3,3.6,2.9,0.022,10.29,0.0,0.98,79.5,13.5,8.7,8.11,8.4,MONITOR
S00000214,EX-003,EXCAVATOR,336,ENGINE,2026-05-13,14390.7,486.6,N,29.9,10.7,2.31,5.2,8.1,9.1,5.5,5.0,0.024,0.61,0.0,0.62,108.7,15.7,10.5,6.3,11.0,NORMAL
S00000215,EX-003,EXCAVATOR,336,ENGINE,2026-06-04,14604.7,10.0,N,11.3,3.7,1.11,2.5,3.4,4.3,2.1,2.0,0.019,0.57,0.0,0.21,108.9,8.9,5.4,10.81,4.7,NORMAL
S00000254,EX-003,EXCAVATOR,336,FINAL_DRIVE,2023-04-17,2940.7,1.1,N,46.5,5.2,2.71,3.7,3.3,5.4,2.2,1.3,0.07,0.0,0.0,0.02,99.9,4.4,2.7,5.73,18.2,NORMAL
S00000255,EX-003,EXCAVATOR,336,FINAL_DRIVE,2023-07-16,3854.8,915.2,N,82.4,10.2,4.62,5.6,5.9,8.7,2.2,1.8,0.04,0.0,0.0,0.06,98.9,7.9,3.9,4.78,19.5,NORMAL
S00000256,EX-003,EXCAVATOR,336,FINAL_DRIVE,2023-10-14,4768.9,1829.3,N,130.5,9.7,6.44,13.2,7.3,13.2,3.0,2.4,0.049,0.0,0.0,0.08,97.1,8.3,4.8,3.4,46.5,NORMAL
S00000257,EX-003,EXCAVATOR,336,FINAL_DRIVE,2024-01-12,5683.0,58.7,N,53.5,6.7,3.69,5.2,3.4,6.0,1.8,1.2,0.071,0.0,0.0,0.02,104.7,4.6,2.9,5.94,18.1,NORMAL
S00000258,EX-003,EXCAVATOR,336,FINAL_DRIVE,2024-04-11,6597.1,972.8,N,85.0,10.1,5.11,8.3,6.1,9.3,2.9,2.1,0.074,0.0,0.0,0.05,99.0,6.5,4.1,4.79,23.5,NORMAL
S00000259,EX-003,EXCAVATOR,336,FINAL_DRIVE,2024-07-05,7460.2,1836.0,N,124.0,15.7,7.84,11.9,8.2,11.6,4.4,3.0,0.056,0.0,0.0,0.08,98.6,8.2,5.0,3.47,42.6,NORMAL
S00000260,EX-003,EXCAVATOR,336,FINAL_DRIVE,2024-10-03,8374.3,38.8,N,44.0,4.5,3.4,4.0,3.3,3.9,2.0,1.3,0.054,0.0,0.0,0.03,95.7,5.1,2.9,6.25,15.1,NORMAL
S00000261,EX-003,EXCAVATOR,336,FINAL_DRIVE,2025-01-01,9288.4,952.9,N,79.6,7.1,4.25,7.7,4.5,7.2,3.6,1.8,0.049,0.0,0.0,0.05,102.8,7.3,4.4,4.48,33.5,NORMAL
S00000262,EX-003,EXCAVATOR,336,FINAL_DRIVE,2025-04-01,10202.5,1867.0,N,120.2,11.8,8.28,10.8,7.8,14.7,3.6,2.8,0.07,0.0,0.0,0.08,100.2,10.6,5.3,3.63,53.1,NORMAL
S00000263,EX-003,EXCAVATOR,336,FINAL_DRIVE,2025-06-30,11116.6,41.0,N,124.9,5.0,3.58,3.8,3.0,35.0,1.4,1.0,5.386,0.0,0.0,0.03,98.3,4.9,2.9,5.77,17.0,ACTION
S00000264,EX-003,EXCAVATOR,336,FINAL_DRIVE,2025-09-28,12030.7,955.1,N,79.2,6.6,4.19,9.4,5.5,7.9,2.8,2.5,0.053,0.0,0.0,0.07,99.2,6.9,3.8,4.68,29.9,NORMAL
S00000265,EX-003,EXCAVATOR,336,FINAL_DRIVE,2025-12-27,12944.8,1869.2,N,117.7,11.0,6.76,9.9,7.4,12.8,4.4,2.5,0.062,0.0,0.0,0.09,99.9,9.6,5.2,3.73,50.2,NORMAL
