wo_id,machine_id,component,wo_type,failure_code,description,open_date,close_date,smu_at_wo,downtime_hours,parts_cost,labour_cost
WO0000178,EX-005,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-06-25,2024-06-26,6178.4,3.1,300.99,334.51
WO0000179,EX-005,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-08-22,2024-08-23,6709.7,4.0,577.54,143.35
WO0000203,EX-005,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-08-25,2024-08-26,6592.9,2.6,532.65,177.47
WO0000180,EX-005,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-10-16,2024-10-17,7214.0,3.1,793.26,333.51
WO0000181,EX-005,ENGINE,CM,ENG-BRG,Main bearing wear,2024-11-05,2024-11-14,7426.8,69.1,3849.83,8458.66
WO0000182,EX-005,ENGINE,CM,ENG-INJ,Injector leak / fuel dilution,2024-11-12,2024-11-19,7690.2,38.6,44250.41,2791.99
WO0000196,EX-005,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2024-11-25,2024-11-26,7492.5,2.9,450.81,303.81
WO0000183,EX-005,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-01-03,2025-01-04,7939.3,2.1,893.44,354.51
WO0000204,EX-005,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-01-30,2025-01-31,8039.2,2.8,857.85,267.31
WO0000211,EX-005,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2025-02-13,2025-02-14,8344.8,2.2,775.23,199.34
WO0000184,EX-005,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-03-02,2025-03-03,8472.9,5.3,747.61,100.35
WO0000185,EX-005,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-04-22,2025-04-23,8943.1,2.9,434.21,346.78
WO0000212,EX-005,FINAL_DRIVE,CM,FDR-GER,Final drive gear wear,2025-06-15,2025-06-21,9997.6,107.1,9920.05,8128.42
WO0000186,EX-005,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-06-17,2025-06-18,9453.7,3.5,705.49,194.07
WO0000205,EX-005,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-07-12,2025-07-13,9538.0,4.9,679.96,308.66
WO0000197,EX-005,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2025-08-22,2025-08-23,9971.7,5.5,265.48,117.24
WO0000187,EX-005,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-08-28,2025-08-29,10114.3,3.7,329.58,207.45
WO0000188,EX-005,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-10-21,2025-10-22,10607.9,2.7,672.23,356.32
WO0000213,EX-005,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2025-11-10,2025-11-11,10824.0,2.5,621.9,187.23
WO0000206,EX-005,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-11-26,2025-11-27,10791.5,5.3,888.92,204.33
WO0000189,EX-005,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-12-18,2025-12-19,11139.5,5.6,318.96,101.56
WO0000190,EX-005,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-02-14,2026-02-15,11672.3,2.9,293.46,251.29
WO0000191,EX-005,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-04-28,2026-04-29,12341.6,5.8,161.17,111.51
WO0000207,EX-005,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2026-05-08,2026-05-09,12291.4,3.2,796.88,390.4
WO0000198,EX-005,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2026-05-18,2026-05-19,12449.0,4.4,863.72,240.93
WO0000192,EX-005,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-06-19,2026-06-20,12818.8,4.4,432.92,157.59
WO0000238,EX-006,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-03-07,2023-03-08,2312.1,4.0,881.67,291.61
WO0000214,EX-006,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-04-02,2023-04-03,2435.2,3.5,744.91,343.55
WO0000232,EX-006,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2023-04-20,2023-04-21,2605.0,2.8,156.37,238.27
WO0000249,EX-006,FINAL_DRIVE,CM,FDR-GER,Final drive gear wear,2023-05-26,2023-05-30,3342.4,93.3,20013.37,1536.91
WO0000215,EX-006,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-06-05,2023-06-06,2958.8,4.5,367.24,299.9
WO0000239,EX-006,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-07-22,2023-07-23,3433.8,2.4,825.0,349.72
WO0000216,EX-006,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-07-29,2023-07-30,3407.9,3.6,491.1,150.35
WO0000240,EX-006,TRANSMISSION,CM,TRN-BRG,Transmission bearing wear,2023-08-08,2023-08-16,4009.1,112.6,16461.38,4989.84
WO0000250,EX-006,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2023-10-14,2023-10-15,4079.8,5.1,292.75,366.62
WO0000258,EX-006,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2023-10-28,2023-10-30,,9.5,1328.64,897.43
WO0000217,EX-006,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-10-29,2023-10-30,4160.2,2.7,230.01,328.98
WO0000241,EX-006,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-11-23,2023-11-24,4451.5,4.9,260.98,374.0
WO0000251,EX-006,FINAL_DRIVE,CM,FDR-SEAL,Duo-cone seal leak,2023-12-04,2023-12-16,4817.2,88.5,30632.97,1950.25
WO0000218,EX-006,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-12-30,2023-12-31,4666.3,6.0,577.91,136.41
WO0000256,EX-006,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2024-01-08,2024-01-10,,12.6,1306.16,671.53
WO0000233,EX-006,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2024-01-15,2024-01-16,4817.2,2.4,716.21,264.25
WO0000219,EX-006,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-03-19,2024-03-20,5318.2,2.2,609.4,287.39
WO0000242,EX-006,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-03-21,2024-03-22,5426.7,2.6,573.46,260.05
WO0000220,EX-006,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-05-18,2024-05-19,5809.8,2.8,224.63,353.62
WO0000244,EX-006,TRANSMISSION,CM,TRN-BRG,Transmission bearing wear,2024-07-05,2024-07-14,6608.5,41.5,1611.99,3155.0
WO0000252,EX-006,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2024-07-10,2024-07-11,6292.0,5.3,509.86,362.4
WO0000221,EX-006,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-07-15,2024-07-16,6292.2,3.4,383.95,317.04
WO0000243,EX-006,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-08-13,2024-08-14,6608.5,2.1,562.46,226.61
WO0000222,EX-006,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-09-22,2024-09-23,6853.3,3.7,513.45,133.97
WO0000234,EX-006,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2024-10-08,2024-10-09,7001.6,5.4,380.95,302.93
WO0000223,EX-006,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-11-23,2024-11-24,7359.7,4.0,230.52,130.84
WO0000245,EX-006,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-01-13,2025-01-14,7866.3,5.8,850.9,293.98
WO0000254,EX-006,FINAL_DRIVE,CM,FDR-GER,Final drive gear wear,2025-01-22,2025-01-25,8504.2,102.5,11208.05,1059.85
WO0000224,EX-006,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-01-31,2025-02-01,7925.0,2.1,276.13,120.15
WO0000253,EX-006,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2025-04-06,2025-04-07,8504.2,4.0,393.53,110.85
WO0000225,EX-006,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-04-09,2025-04-10,8486.2,2.6,465.28,340.37
WO0000246,EX-006,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-05-21,2025-05-22,8917.3,3.8,335.95,220.45
WO0000259,EX-006,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2025-06-15,2025-06-17,,7.4,2961.39,384.31
WO0000235,EX-006,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2025-07-05,2025-07-06,9213.8,5.9,299.38,273.43
WO0000226,EX-006,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-07-09,2025-07-10,9231.9,3.8,381.91,285.74
WO0000227,EX-006,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-09-14,2025-09-15,9777.6,4.3,246.45,368.7
WO0000247,EX-006,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-10-17,2025-10-18,10131.6,2.8,557.27,239.09
WO0000228,EX-006,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-12-10,2025-12-11,10492.3,5.6,424.21,172.81
WO0000255,EX-006,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2026-01-01,2026-01-02,10716.5,2.4,484.72,139.84
WO0000237,EX-006,HYDRAULIC,CM,HYD-PMP,Hydraulic pump wear,2026-02-16,2026-02-23,11426.1,114.6,16844.64,8778.18
WO0000229,EX-006,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-02-26,2026-02-27,11132.5,4.1,791.23,271.29
WO0000248,EX-006,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2026-03-01,2026-03-02,11239.9,4.1,447.72,354.17
WO0000236,EX-006,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2026-04-01,2026-04-02,11426.1,5.0,437.77,212.05
WO0000230,EX-006,ENGINE,CM,ENG-AIR,Air induction leak / dirt ingress,2026-04-07,2026-04-15,11620.5,57.3,6204.87,2007.97
WO0000231,EX-006,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-05-30,2026-05-31,11892.2,2.2,646.59,355.41
WO0000257,EX-006,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2026-06-01,2026-06-03,,6.9,853.69,424.43
WO0000260,EX-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-02-03,2023-02-04,4841.9,3.0,218.65,397.62
WO0000261,EX-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-04-07,2023-04-08,5344.1,4.1,744.12,175.57
WO0000295,EX-007,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2023-04-21,2023-04-22,5338.8,5.3,641.46,177.14
WO0000285,EX-007,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-05-19,2023-05-20,5554.6,2.3,782.4,350.0
WO0000262,EX-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-07-03,2023-07-04,6030.4,5.9,675.05,184.49
WO0000263,EX-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-09-01,2023-09-02,6513.8,2.1,392.91,262.19
WO0000279,EX-007,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2023-09-13,2023-09-14,6587.6,2.5,716.93,353.9
WO0000286,EX-007,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-10-16,2023-10-17,6743.9,3.1,756.81,286.33
WO0000280,EX-007,HYDRAULIC,CM,HYD-SEAL,Cylinder seal / dirt ingress,2023-10-27,2023-10-31,7303.2,51.7,16231.2,2961.87
WO0000264,EX-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-11-11,2023-11-12,7077.2,5.3,334.43,162.1
WO0000296,EX-007,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2024-01-16,2024-01-17,7485.7,5.2,700.32,228.7
WO0000265,EX-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-02-07,2024-02-08,7773.6,2.2,557.86,337.32
WO0000287,EX-007,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-03-14,2024-03-15,7943.4,4.9,883.14,395.71
WO0000266,EX-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-04-25,2024-04-26,8391.1,3.8,764.54,328.32
WO0000267,EX-007,ENGINE,CM,ENG-AIR,Air induction leak / dirt ingress,2024-06-06,2024-06-09,8721.8,76.0,32414.44,2241.29
WO0000281,EX-007,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2024-06-09,2024-06-10,8734.5,4.2,479.46,257.98
WO0000268,EX-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-07-12,2024-07-13,9017.7,2.5,223.01,237.8
WO0000289,EX-007,TRANSMISSION,CM,TRN-GER,Gear / clutch pack wear,2024-08-16,2024-08-18,9300.5,85.3,34506.17,6503.78
WO0000288,EX-007,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-09-01,2024-09-02,9300.5,4.6,443.26,310.98
WO0000269,EX-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-09-22,2024-09-23,9585.6,3.0,402.05,366.7
WO0000297,EX-007,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2024-10-12,2024-10-13,9632.7,4.8,772.07,339.67
WO0000270,EX-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-12-16,2024-12-17,10263.6,3.1,308.58,395.1
WO0000290,EX-007,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-02-15,2025-02-16,10628.5,3.6,385.8,168.09
WO0000291,EX-007,TRANSMISSION,CM,TRN-BRG,Transmission bearing wear,2025-02-18,2025-02-28,10628.5,60.9,9558.76,7983.11
WO0000298,EX-007,FINAL_DRIVE,CM,FDR-GER,Final drive gear wear,2025-02-21,2025-03-01,11063.9,53.8,19191.93,2938.93
WO0000282,EX-007,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2025-03-06,2025-03-07,10881.4,4.1,545.51,194.5
WO0000271,EX-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-03-17,2025-03-18,10988.3,3.7,826.69,365.99
WO0000272,EX-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-05-28,2025-05-29,11559.0,5.3,726.42,116.44
WO0000283,EX-007,HYDRAULIC,CM,HYD-SEAL,Cylinder seal / dirt ingress,2025-06-13,2025-06-15,12312.7,112.6,28182.28,3272.91
WO0000292,EX-007,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-06-16,2025-06-17,11590.7,3.2,869.28,182.9
WO0000299,EX-007,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2025-07-09,2025-07-10,11779.6,2.2,523.55,180.12
WO0000273,EX-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-08-14,2025-08-15,12183.0,3.8,698.2,359.28
WO0000274,EX-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-10-17,2025-10-18,12685.7,4.1,890.05,340.18
WO0000284,EX-007,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2025-12-01,2025-12-02,13028.3,5.0,729.84,114.32
WO0000293,EX-007,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-12-11,2025-12-12,13006.0,2.3,831.93,159.0
WO0000275,EX-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-12-20,2025-12-21,13199.5,5.8,264.02,377.37
WO0000300,EX-007,FINAL_DRIVE,CM,FDR-SEAL,Duo-cone seal leak,2026-01-05,2026-01-12,13210.8,38.5,28006.17,5596.23
WO0000276,EX-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-02-20,2026-02-21,13691.0,5.2,326.37,122.1
WO0000277,EX-007,ENGINE,CM,ENG-AIR,Air induction leak / dirt ingress,2026-03-03,2026-03-08,13909.6,56.5,23498.02,5948.75
WO0000301,EX-007,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2026-04-05,2026-04-06,13926.5,4.6,721.91,298.32
WO0000278,EX-007,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-05-04,2026-05-05,14272.4,4.8,473.05,193.7
WO0000294,EX-007,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2026-06-22,2026-06-23,14542.2,4.1,837.53,189.45
WO0000302,EX-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-02-15,2023-02-16,3497.4,5.2,269.15,245.21
WO0000330,EX-008,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2023-04-14,2023-04-15,3910.0,5.3,849.56,203.89
WO0000303,EX-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-05-01,2023-05-02,4012.5,4.3,189.98,102.31
WO0000322,EX-008,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-05-27,2023-05-28,4275.3,3.9,292.76,325.2
WO0000323,EX-008,TRANSMISSION,CM,TRN-BRG,Transmission bearing wear,2023-06-01,2023-06-08,4837.7,35.4,8428.7,4567.24
WO0000317,EX-008,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2023-07-01,2023-07-02,4525.2,3.3,864.61,220.89
WO0000304,EX-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-07-16,2023-07-17,4531.6,4.8,673.44,115.29
WO0000305,EX-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-09-21,2023-09-22,4988.8,3.5,712.75,152.19
WO0000334,EX-008,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2023-10-07,2023-10-09,,3.8,2009.88,742.51
WO0000324,EX-008,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-11-08,2023-11-09,5401.5,2.7,547.65,292.57
WO0000336,EX-008,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2023-11-28,2023-11-30,,5.1,231.03,702.69
WO0000306,EX-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-12-11,2023-12-12,5544.8,4.1,238.47,213.72
WO0000318,EX-008,HYDRAULIC,CM,HYD-SEAL,Cylinder seal / dirt ingress,2024-02-01,2024-02-03,6371.1,112.7,36025.45,6443.59
WO0000307,EX-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-03-14,2024-03-15,6182.9,5.0,343.58,304.07
WO0000331,EX-008,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2024-04-08,2024-04-09,6371.1,3.3,663.44,276.15
WO0000325,EX-008,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-04-14,2024-04-15,6479.2,3.5,465.84,188.55
WO0000308,EX-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-05-26,2024-05-27,6687.9,4.7,221.34,338.08
WO0000319,EX-008,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2024-06-25,2024-06-26,6986.4,4.1,665.73,185.86
WO0000309,EX-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-09-02,2024-09-03,7362.0,4.8,608.75,262.65
WO0000326,EX-008,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-11-10,2024-11-11,7920.9,3.4,546.15,125.78
WO0000310,EX-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-11-11,2024-11-12,7837.1,4.0,586.68,260.67
WO0000311,EX-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-02-28,2025-03-01,8584.8,3.2,443.52,109.76
WO0000335,EX-008,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2025-03-04,2025-03-06,,4.5,1420.15,797.86
WO0000332,EX-008,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2025-04-03,2025-04-04,8832.3,3.3,418.74,217.63
WO0000327,EX-008,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-04-24,2025-04-25,9042.9,2.2,774.26,276.69
WO0000312,EX-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-05-11,2025-05-12,9075.6,3.4,687.82,309.76
WO0000320,EX-008,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2025-06-20,2025-06-21,9447.5,6.0,694.81,108.06
WO0000313,EX-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-08-11,2025-08-12,9705.5,5.4,807.78,249.2
WO0000328,EX-008,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-09-27,2025-09-28,10114.1,3.8,446.39,339.56
WO0000314,EX-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-11-20,2025-11-21,10395.6,2.8,406.23,287.84
WO0000315,EX-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-02-06,2026-02-07,10928.7,4.9,412.57,393.79
WO0000329,EX-008,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2026-02-23,2026-02-24,11128.8,3.1,659.16,227.18
WO0000333,EX-008,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2026-03-29,2026-03-30,11293.4,4.2,598.9,179.17
WO0000316,EX-008,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-05-05,2026-05-06,11532.5,4.7,683.8,202.97
WO0000321,EX-008,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2026-06-15,2026-06-16,11908.7,2.0,806.94,396.76
WO0000337,EX-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-01-30,2023-01-31,4649.4,4.7,810.88,202.02
WO0000338,EX-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-03-14,2023-03-15,5130.9,2.6,439.45,118.84
WO0000373,EX-009,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-03-19,2023-03-20,5031.8,4.0,641.4,156.68
WO0000388,EX-009,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2023-04-25,2023-04-26,5369.0,6.0,375.89,287.78
WO0000374,EX-009,TRANSMISSION,CM,TRN-BRG,Transmission bearing wear,2023-04-27,2023-05-07,5523.6,35.3,43266.82,4254.13
WO0000366,EX-009,HYDRAULIC,CM,HYD-WTR,Water contamination,2023-05-15,2023-05-27,6369.2,22.2,38097.89,8146.75
WO0000339,EX-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-05-21,2023-05-22,5892.5,4.2,618.02,286.49
WO0000367,EX-009,HYDRAULIC,CM,HYD-PMP,Hydraulic pump wear,2023-06-11,2023-06-15,6369.2,118.7,6501.3,7727.77
WO0000375,EX-009,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-06-17,2023-06-18,6035.9,5.5,246.45,111.36
WO0000395,EX-009,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2023-07-02,2023-07-04,,17.3,1423.83,241.31
WO0000340,EX-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-07-09,2023-07-10,6448.4,2.4,816.35,315.18
WO0000365,EX-009,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2023-07-20,2023-07-21,6369.2,4.8,188.56,130.41
WO0000341,EX-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-08-26,2023-08-27,6980.7,2.6,743.3,249.62
WO0000376,EX-009,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-10-15,2023-10-16,7380.9,4.9,177.5,360.98
WO0000342,EX-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-10-18,2023-10-19,7573.7,5.2,563.42,299.1
WO0000343,EX-009,ENGINE,CM,ENG-COOL,Coolant entering crankcase,2023-10-20,2023-10-25,7573.7,11.4,17495.74,7959.19
WO0000389,EX-009,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2023-10-22,2023-10-23,7388.6,3.1,488.38,390.58
WO0000344,EX-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-11-30,2023-12-01,8063.0,2.7,862.91,278.1
WO0000390,EX-009,FINAL_DRIVE,CM,FDR-GER,Final drive gear wear,2023-11-30,2023-12-10,8305.3,71.2,39408.92,3927.14
WO0000345,EX-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-01-13,2024-01-14,8550.5,4.4,337.18,320.92
WO0000377,EX-009,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-01-24,2024-01-25,8512.9,5.4,259.14,243.67
WO0000346,EX-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-02-29,2024-03-01,9083.5,3.7,487.68,225.41
WO0000368,EX-009,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2024-04-02,2024-04-03,9249.2,2.3,621.77,189.53
WO0000347,EX-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-04-22,2024-04-23,9681.6,5.3,344.07,374.95
WO0000378,EX-009,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-06-01,2024-06-02,9965.5,4.5,827.07,109.09
WO0000348,EX-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-06-07,2024-06-08,10191.9,3.5,702.82,152.49
WO0000391,EX-009,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2024-06-28,2024-06-29,10200.2,2.4,869.08,146.32
WO0000380,EX-009,TRANSMISSION,CM,TRN-GER,Gear / clutch pack wear,2024-07-18,2024-07-26,11028.0,20.0,22481.67,856.39
WO0000349,EX-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-07-22,2024-07-23,10696.4,5.5,459.26,249.28
WO0000396,EX-009,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2024-07-24,2024-07-26,,13.5,539.01,809.36
WO0000379,EX-009,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-09-04,2024-09-05,11028.0,2.5,510.92,202.67
WO0000350,EX-009,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-09-15,2024-09-16,11313.5,3.4,532.22,181.03
